id,label
533,0
534,2
535,0
536,3
537,3
538,0
539,1
540,3
541,1
542,1
543,3
544,0
545,3
546,0
547,1
548,0
549,0
550,1
551,0
552,0
553,1
554,3
555,0
556,3
557,0
558,0
559,1
560,0
561,1
562,1
563,3
564,0
565,1
566,0
567,1
568,3
569,0
570,3
571,3
572,1
573,3
574,1
575,0
576,1
577,0
578,3
579,1
580,0
581,1
582,0
583,1
584,3
585,1
586,1
587,1
588,0
589,1
590,3
591,3
592,1
593,3
594,0
595,3
596,1
597,1
598,1
599,3
600,1
601,1
602,3
603,1
604,0
605,1
606,0
607,3
608,3
609,0
610,1
611,1
612,1
613,1
614,3
615,3
616,3
617,1
618,3
619,2
620,3
621,3
622,1
623,1
624,3
625,1
626,0
627,2
628,0
629,0
630,0
631,1
632,4
633,1
634,1
635,3
636,0
637,2
638,0
639,3
640,1
641,1
642,2
643,2
644,1
645,0
646,3
647,1
648,3
649,3
650,1
651,0
652,3
653,1
654,2
655,0
656,0
657,4
658,1
659,1
660,2
661,3
662,3
663,4
664,0
665,3
666,3
667,3
668,2
669,0
670,1
671,3
672,2
673,1
674,0
675,0
676,1
677,1
678,1
679,3
680,3
681,0
682,0
683,3
684,0
685,1
686,1
687,3
688,1
689,3
690,1
691,0
692,0
693,2
694,1
695,3
696,2
697,3
698,0
699,1
700,0
701,3
702,3
703,3
704,3
705,1
706,0
707,1
708,1
709,1
710,3
711,3
712,0
713,3
714,3
715,1
716,1
717,1
718,4
719,1
720,0
721,0
722,0
723,0
724,2
725,3
726,0
727,3
728,4
729,1
730,0
731,0
732,3
733,0
734,0
735,0
736,4
737,1
738,0
739,0
740,0
741,1
742,3
743,3
744,0
745,0
746,0
747,0
748,3
749,3
750,1
751,1
752,0
753,0
754,0
755,0
756,1
757,1
758,3
759,2
760,3
761,0
762,3
763,1
764,1
765,3
766,3
767,0
768,1
769,1
770,1
771,1
772,0
773,1
774,1
775,0
776,3
777,0
778,3
779,3
780,1
781,1
782,3
783,3
784,1
785,3
786,1
787,1
788,3
789,3
790,0
791,0
792,2
793,3
794,3
795,3
796,3
797,3
798,0
799,0
800,1
801,1
802,1
803,1
804,3
805,3
806,0
807,3
808,3
809,3
810,1
811,1
812,2
813,1
814,1
815,0
816,3
817,1
818,3
819,0
820,0
821,1
822,1
823,0
824,1
825,3
826,1
827,0
828,0
829,0
830,3
831,3
832,3
833,3
834,3
835,1
836,0
837,0
838,3
839,0
840,0
841,0
842,3
843,0
844,1
845,0
846,3
847,0
848,3
849,1
850,3
851,1
852,1
853,0
854,3
855,0
856,3
857,3
858,0
859,3
860,1
861,0
862,3
863,1
864,0
865,1
866,1
867,1
868,1
869,0
870,3
871,3
872,0
873,1
874,0
875,1
876,1
877,0
878,2
879,3
880,1
881,1
882,0
883,1
884,3
885,3
886,3
887,0
888,0
889,1
890,1
891,3
892,1
893,1
894,0
895,3
896,1
897,3
898,3
899,3
900,3
901,3
902,3
903,1
904,3
905,1
906,3
907,0
908,1
909,3
910,0
911,1
912,1
913,0
914,0
915,3
916,3
917,0
918,1
919,0
920,1
921,3
922,3
923,1
924,0
925,1
926,1
927,3
928,1
929,3
930,3
931,0
932,0
933,3
934,3
935,0
936,3
937,3
938,2
939,0
940,3
941,1
942,0
943,0
944,0
945,1
946,0
947,0
948,0
949,1
950,3
951,1
952,1
953,0
954,1
955,0
956,3
957,1
958,3
959,0
960,3
961,1
962,1
963,3
964,3
965,0
966,0
967,1
968,1
969,0
970,0
971,1
972,3
973,3
974,1
975,3
976,0
977,3
978,0
979,1
980,0
981,1
982,1
983,2
984,0
985,0
986,3
987,1
988,3
989,1
990,3
991,3
992,3
993,1
994,0
995,1
996,3
997,3
998,3
999,4
1000,1
1001,1
1002,1
1003,1
1004,4
1005,0
1006,1
1007,0
1008,3
1009,1
1010,1
1011,0
1012,0
1013,1
1014,1
1015,0
1016,1
1017,1
1018,3
1019,3
1020,0
1021,1
1022,3
1023,0
1024,0
1025,0
1026,0
1027,0
1028,2
1029,0
1030,3
1031,1
1032,3
1033,0
1034,1
1035,0
1036,1
1037,2
1038,1
1039,1
1040,3
1041,3
1042,1
1043,1
1044,1
1045,3
1046,1
1047,1
1048,0
1049,3
1050,1
1051,1
1052,0
1053,1
1054,1
1055,3
1056,3
1057,3
1058,2
1059,3
1060,0
1061,0
1062,1
1063,0
1064,0
1065,0
1066,1
1067,0
1068,1
1069,0
1070,2
1071,3
1072,3
1073,3
1074,1
1075,4
1076,3
1077,3
1078,1
1079,0
1080,1
1081,1
1082,0
1083,3
1084,1
1085,1
1086,1
1087,0
1088,3
1089,0
1090,0
1091,3
1092,1
1093,1
1094,1
1095,0
1096,3
1097,3
1098,3
1099,0
1100,1
1101,0
1102,0
1103,0
1104,0
1105,0
1106,1
1107,3
1108,1
1109,1
1110,1
1111,1
1112,3
1113,3
1114,1
1115,0
1116,0
1117,3
1118,1
1119,3
1120,1
1121,3
1122,3
1123,1
1124,3
1125,3
1126,0
1127,1
1128,1
1129,0
1130,0
1131,0
1132,3
1133,1
1134,0
1135,0
1136,0
1137,0
1138,3
1139,0
1140,3
1141,0
1142,1
1143,1
1144,1
1145,1
1146,1
1147,3
1148,1
1149,0
1150,0
1151,1
1152,3
1153,1
1154,3
1155,3
1156,1
1157,3
1158,0
1159,3
1160,0
1161,3
1162,1
1163,0
1164,0
1165,2
1166,1
1167,1
1168,1
1169,1
1170,1
1171,1
1172,1
1173,0
1174,3
1175,3
1176,1
1177,3
1178,1
1179,1
1180,1
1181,0
1182,3
1183,1
1184,3
1185,0
1186,3
1187,3
1188,3
1189,1
1190,3
1191,1
1192,0
1193,0
1194,3
1195,2
1196,0
1197,3
1198,0
1199,3
1200,3
1201,0
1202,1
1203,1
1204,1
1205,0
1206,1
1207,1
1208,1
1209,1
1210,3
1211,4
1212,0
1213,1
1214,1
1215,3
1216,3
1217,3
1218,1
1219,1
1220,0
1221,1
1222,3
1223,0
1224,0
1225,3
1226,3
1227,0
1228,0
1229,1
1230,0
1231,1
1232,2
1233,0
1234,0
1235,3
1236,1
1237,1
1238,1
1239,3
1240,3
1241,0
1242,0
1243,1
1244,0
1245,3
1246,0
1247,1
1248,1
1249,3
1250,3
1251,2
1252,3
1253,0
1254,3
1255,1
1256,1
1257,1
1258,1
1259,3
1260,0
1261,3
1262,1
1263,4
1264,1
1265,0
1266,3
1267,0
1268,1
1269,3
1270,3
1271,3
1272,3
1273,1
1274,0
1275,0
1276,0
1277,3
1278,0
1279,3
1280,1
1281,0
1282,1
1283,3
1284,0
1285,0
1286,1
1287,1
1288,0
1289,3
1290,1
1291,1
1292,3
1293,0
1294,1
1295,1
1296,3
1297,3
1298,3
1299,1
1300,1
1301,1
1302,3
1303,1
1304,3
1305,2
1306,3
1307,0
1308,3
1309,3
1310,1
1311,1
1312,0
1313,3
1314,0
1315,1
1316,1
1317,3
1318,3
1319,0
1320,1
1321,4
1322,4
1323,0
1324,0
1325,1
1326,0
1327,1
1328,1
1329,1
1330,3
1331,1
1332,3
1333,0
1334,1
1335,1
1336,1
1337,1
1338,3
1339,0
1340,1
1341,3
1342,0
1343,3
1344,3
1345,3
1346,3
1347,0
1348,0
1349,3
1350,0
1351,2
1352,0
1353,3
1354,0
1355,3
1356,0
1357,0
1358,4
1359,0
1360,1
1361,0
1362,1
1363,0
1364,1
1365,3
1366,3
1367,0
1368,1
1369,1
1370,3
1371,3
1372,3
1373,0
1374,0
1375,0
1376,3
1377,0
1378,3
1379,0
1380,1
1381,1
1382,0
1383,1
1384,3
1385,3
1386,3
1387,3
1388,3
1389,3
1390,3
1391,1
1392,1
1393,0
1394,0
1395,3
1396,0
1397,3
1398,0
1399,1
1400,1
1401,1
1402,3
1403,0
1404,0
1405,1
1406,3
1407,0
1408,1
1409,3
1410,1
1411,3
1412,1
1413,2
1414,1
1415,0
1416,0
1417,0
1418,3
1419,0
1420,1
1421,1
1422,2
1423,2
1424,1
1425,0
1426,0
1427,0
1428,1
1429,0
1430,3
1431,0
1432,3
1433,1
1434,0
1435,1
1436,1
1437,0
1438,2
1439,3
1440,1
1441,3
1442,0
1443,3
1444,1
1445,1
1446,0
1447,3
1448,0
1449,1
1450,1
1451,0
1452,3
1453,1
1454,2
1455,1
1456,3
1457,1
1458,1
1459,1
1460,0
1461,0
1462,3
1463,1
1464,3
1465,0
1466,3
1467,1
1468,3
1469,1
1470,3
1471,3
1472,0
1473,0
1474,1
1475,1
1476,3
1477,3
1478,1
1479,1
1480,2
1481,0
1482,0
1483,0
1484,3
1485,1
1486,1
1487,3
1488,1
1489,0
1490,0
1491,1
1492,4
1493,0
1494,1
1495,0
1496,0
1497,3
1498,3
1499,3
1500,3
1501,0
1502,3
1503,3
1504,1
1505,0
1506,1
1507,0
1508,3
1509,3
1510,3
1511,3
1512,0
1513,3
1514,3
1515,1
1516,1
1517,1
1518,0
1519,1
1520,3
1521,1
1522,3
1523,0
1524,0
1525,0
1526,2
1527,0
1528,0
1529,1
1530,0
1531,0
1532,2
1533,1
1534,3
1535,3
1536,3
1537,3
1538,0
1539,0
1540,0
1541,0
1542,0
1543,1
1544,3
1545,1
1546,1
1547,3
1548,0
1549,0
1550,1
1551,0
1552,0
1553,0
1554,1
1555,0
1556,1
1557,1
1558,3
1559,2
1560,0
1561,0
1562,1
1563,1
1564,3
1565,3
1566,0
1567,0
1568,3
1569,2
1570,3
1571,1
1572,1
1573,1
1574,3
1575,0
1576,3
1577,1
1578,4
1579,3
1580,3
1581,3
1582,2
1583,3
1584,1
1585,1
1586,0
1587,2
1588,0
1589,3
1590,0
1591,3
1592,0
1593,3
1594,0
1595,3
1596,4
1597,0
1598,3
1599,1
1600,0
1601,3
1602,3
1603,2
1604,1
1605,1
1606,3
1607,1
1608,0
1609,1
1610,1
1611,3
1612,3
1613,1
1614,3
1615,1
1616,1
1617,1
1618,2
1619,1
1620,3
1621,0
1622,0
1623,1
1624,0
1625,1
1626,0
1627,0
1628,0
1629,1
1630,1
1631,3
1632,2
1633,3
1634,2
1635,0
1636,4
1637,0
1638,3
1639,3
1640,3
1641,1
1642,3
1643,3
1644,1
1645,1
1646,3
1647,0
1648,0
1649,3
1650,1
1651,0
1652,1
1653,3
1654,3
1655,3
1656,1
1657,3
1658,3
1659,0
1660,1
1661,3
1662,1
1663,1
1664,0
1665,0
1666,1
1667,1
1668,1
1669,1
1670,3
1671,1
1672,1
1673,0
1674,1
1675,0
1676,3
1677,1
1678,0
1679,1
1680,3
1681,3
1682,3
1683,0
1684,0
1685,1
1686,0
1687,3
1688,0
1689,3
1690,1
1691,3
1692,0
1693,3
1694,3
1695,0
1696,3
1697,3
1698,1
1699,0
1700,3
1701,1
1702,0
1703,1
1704,1
1705,3
1706,0
1707,0
1708,1
1709,1
1710,1
1711,2
1712,4
1713,0
1714,3
1715,1
1716,3
1717,0
1718,1
1719,1
1720,1
1721,3
1722,3
1723,3
1724,0
1725,0
1726,3
1727,1
1728,0
1729,1
1730,1
1731,3
1732,0
1733,0
1734,0
1735,1
1736,3
1737,1
1738,3
1739,3
1740,1
1741,1
1742,1
1743,3
1744,0
1745,3
1746,3
1747,1
1748,0
1749,3
1750,3
1751,3
1752,0
1753,3
1754,3
1755,1
1756,1
1757,0
1758,0
1759,1
1760,3
1761,3
1762,0
1763,1
1764,0
1765,1
1766,1
1767,0
1768,0
1769,3
1770,3
1771,3
1772,1
1773,0
1774,1
1775,0
1776,1
1777,2
